question,answer
今回の実験で東京メトロが利用したバッテリーは、通常時にどのように活用されますか？,通常時には、蓄積された電力で加速する列車をアシストし、運行に必要な総電力量の削減に貢献することが期待されます。
今回の実験で使用された蓄電池式回生電力貯蔵装置の名称は何ですか？,EM-Btractionと命名された蓄電池式回生電力貯蔵装置(B-CHOPシステム)が使用されました。
今回の実験で使用されたバッテリーの種類は何ですか？,リチウムイオン電池が使用されました。
今回の東京メトロの実験は、どの企業と協力して行われましたか？,日立製作所と協力して実施されました。
東京メトロが非常用走行バッテリーの研究を進めている理由は何ですか？,震災等の影響による停電時に、お客様を安全かつ迅速に避難させるため、駅間や長大橋梁に停止した列車を最寄り駅まで救済する必要があるためです。
非常用地上バッテリー装置は、通常時と非常時にそれぞれどのような役割を果たしますか？,通常時は回生電力を吸収して蓄えた電力で加速列車をアシストし省電力化に貢献し、非常時は電車線に電力を供給して、駅間などに停止した列車を最寄り駅まで救済します。
東西線西葛西駅～南砂町駅間での列車自力走行実験で走行した距離は何kmですか？,2.7kmです。
今回の列車自力走行実験で使用されたバッテリーの種類は何ですか？,リチウムイオン電池です。
非常用地上バッテリー装置による列車の自力走行は、これまでに例がありましたか？,リチウムイオン電池を使用した非常用地上バッテリー装置のみによる列車の自力走行は国内初です。
EM-Btractionとは何ですか？,EM-Btractionは、大規模災害時の停電時に、駅間で停止した列車が最寄り駅へ自力走行するための電力を供給する非常用地上バッテリー装置です。
EM-Btractionは、通常の運行時にどのように役立ちますか？,通常時には、蓄電池に一時的に貯蔵した電力で加速列車をアシストすることで、運行に必要な総電力量の削減に貢献します。
EM-Btractionの技術は、何に応用されていますか？,EM-Btractionは、蓄電池式回生電力貯蔵装置(B-CHOPシステム)で確立した日立の技術を応用したものです。
EM-Btractionは、非常時にどのような役割を果たしますか？,大規模停電などの非常時には、貯蔵した電力を電車線へ供給し、駅間で停止した列車を最寄り駅まで自力で走行させることが可能です。
日立製作所は、いつから東京メトロと協力してEM-Btractionの研究を進めていますか？,日立は2013年3月より、東京メトロと協力してEM-Btractionの研究を進めています。
東京メトロが実施している「みんなでECO.」プロジェクトにおいて、東西線で行われている実証実験の内容は何ですか？,電車がブレーキをかけた際に発生する回生電力を駅舎向けに供給する実証実験を行っています。
回生電力を駅舎向けに供給する駅舎補助電源装置の実証実験は、いつ、どこで実施されましたか？,平成24年8月中旬から約2か月間、東京メトロ東西線の西船橋変電所にて実施されました。
東京メトロが駅舎補助電源装置を導入して実証実験を行う目的は何ですか？,回生電力の有効利用による駅施設の省エネを推進するためです。
この実証実験は、どのような企業と協力して行われましたか？,三菱電機株式会社と協力して行われました。
東京メトロ16000系車両に採用されているシステムは何ですか？,高効率の全閉ＰＭＳＭとＶＶＶＦインバータ装置のシステムが採用されています。
東京メトロ16000系車両のシステムは、06系車両のシステムと比較して、力行の消費電力量をどのように削減していますか？,東京メトロ16000系車両のシステムは、力行の消費電力量を削減し、電力回生ブレーキの負担を増加させることで削減しています。
東京メトロ16000系車両は、営業運転でどの程度消費電力量を削減していますか？,東京メトロ16000系車両は、営業運転にて39%の消費電力量削減を実現しています。
東京メトロ06系車両に搭載されているシステムは何ですか？,東京メトロ06系車両には、ＩＭとＶＶＶＦインバータ装置のシステムが搭載されています。
東芝の高効率モーターと回生ブレーキシステム、インバーターは、省エネに関してどのような実証をしましたか？,阪急電鉄8000系車両に搭載し、従来比約50%の省エネを実証しました。
字取り組版とは何ですか？,字取り組版とは、字数の異なるものを一定の長さで組む方法です。
人名字取りの基本とされているのは何字取りですか？,人名字取りは原則として、5字取りと7字取りが基本とされています。
Aのパターンが組版効率が高い理由は何ですか？,Aのパターンは全角空白で処理できるため、組版効率が高くなります。
Bのパターン（均等方式）の欠点は何ですか？,Bのパターンでは、人名の区切りが曖昧になりやすく、誤読を招く可能性があります。
DTPの普及によって、Cのパターン（4文字均等組み）の効率はどうなりましたか？,DTPの頭末揃え機能によって、Cのパターンの効率は極端に落ちなくなりました。
スペースの関係で6字取りを用いなければならない場合、どのように工夫できますか？,6字取りの場合、全角と半角の空白を組み合わせて調整するなど、工夫が必要です。
ゼリグナイトとは何ですか？,ゼリグナイトは、1875年にアルフレッド・ノーベルによって発明された世界初のプラスチック爆弾です。
珪藻ダイナマイトと比べて、ゼリグナイトの利点は何ですか？,ゼリグナイトは、ニトログリセリンが染み出さないため、当時としては便利な爆薬でした。
ゼリグナイトは、日本では何と呼ばれていましたか？,日本では膠質ダイナマイトと呼ばれていました。
ゼリグナイトは、近年どのような場面で用いられましたか？,近年ではIRAがイギリスに対して行った爆弾テロで用いられたため、イギリスのニュースなどで聞く爆薬名として知られています。
自由連合盟約下で軍事・外交権を他国に委ねた状態を独立と呼べるかについて、どのような議論がありますか？,自由連合盟約期限付きとはいえ、軍事・外交権を他国に委ねた状態が独立と呼べるかに関して、議論が存在します。
国際連合は、1961年のミクロネシア諸島視察の結果、アメリカをどのように非難しましたか？,国際連合は、アメリカが施政国としての責任を果たしていないと非難しました。
ソロモン・レポートでは、米国の思惑と国連の指摘、および世論をどのように折衷する提案がなされましたか？,ソロモン・レポートでは、安全保障に関する米国のプレゼンスを維持する形で脱信託統治の方向を定める提案がなされました。
なぜパラオは、他の2国と同様に1982年に両国での署名を完了したにもかかわらず、1994年まで施行されなかったのですか？,パラオでは、住民投票で承認が得られず、1993年の8回目の住民投票で承認のための得票率を下げた上で承認されたため、1994年の施行となりました。
国連の信託統治制度の目的は何ですか？,自治・独立の能力を持たない地域を施政国が一時的に管理し、将来的に自治・独立に導くことを目的としています。
マーシャル諸島およびミクロネシア連邦に対するアメリカ合衆国の当初の経済援助期間は何年間でしたか？,当初、マーシャル諸島およびミクロネシア連邦に対するアメリカ合衆国の経済援助期間は15年間でした。
アメリカ合衆国は、パラオとの盟約において、どのような期間で経済援助を保証しましたか？,アメリカ合衆国はパラオとの盟約において、盟約期間は50年間ですが、経済援助は15年間保証しました。
コンパクトIIでは、アメリカ領サモア、グアム、ハワイおよび北マリアナ諸島に対して、毎年いくら提供されますか？,"コンパクトIIでは、アメリカ領サモア、グアム、ハワイおよび北マリアナ諸島に対して、毎年3,000万ドルが提供されます。"
アメリカ合衆国は、盟約関係を通じて、島嶼国に対してどのような見返りを得ていますか？,アメリカ合衆国は、盟約関係を通じて、国防権と外交権の一部を得ています。
コンパクトIIとは何ですか？,コンパクトIIとは、2003年に更新されたマーシャル諸島およびミクロネシア連邦との盟約を指し、当事者国間で用いられる名称です。
"3,000万ドルは、主に何に使われるのですか？","3,000万ドルは、対象の3か国から4地域への移民に対して当局が提供するサービスに要する費用を賄うために使用されます。"
マーシャル諸島およびミクロネシア連邦の住民が米国に旅行する際、以前と変更になった点は何ですか？,以前は不要だったパスポートの所持が、必要になりました。
FEMAによる緊急事態プログラムへの参加は、どうなりましたか？,FEMAによる緊急事態プログラムへの参加は打ち切られました。
ミクロネシア連邦とマーシャル諸島との間で、この更新が有効になった日に違いがあるのはなぜですか？,テキストからは、日付が異なる理由は明確には述べられていません。それぞれの国との合意内容が異なる可能性があります。
パラオに対する経済援助はいつ終了しましたか？,パラオとの現行の盟約に基づく経済援助は2009年に終了しました。
「コンパクト条文」という資料は、誰によって作成されましたか？,ミクロネシア連邦コンパクト経済交渉合同委員会によって作成されました。
ヘリテージ財団は、国連安全保障理事会の拡大についてどのような見解を持っていますか？,ヘリテージ財団は、国連安全保障理事会の拡大はアメリカの利益にならないという見解を示しています。
アメリカ合衆国は、太平洋コンパクトにどれくらいの金額を署名しましたか？,アメリカ合衆国は、35億ドルの太平洋コンパクトに署名しました。
USPS（アメリカ合衆国郵便公社）は、太平洋地域でどのような活動をしていますか？,USPSは、太平洋地域で郵便サービスを提供しています。
グラズヘイムとは何ですか？,アースガルズに作られた、内側も外側も金一色で輝く神殿であり、万物の父オーディンと12の座があります。
女神のための神殿の名前は何ですか？,女神のための神殿はヴィーンゴールヴと呼ばれ、非常に美しいとされています。
ヴァルハラはどこに建てられていますか？,黄金色に輝くヴァルハラは、グラズヘイムと呼ばれる場所に広々と建てられています。
オーディンはグラズヘイムで何をしていますか？,オーディン（フロプト）はグラズヘイムで戦死者を選んでいます。
クリック証券はどのような顧客層から評価されていますか？,投資初心者からデイトレーダーまで、幅広い顧客層から高い評価を得ています。
クリック証券が開始した商品先物CFDはいつからですか？,2024年7月12日から商品先物CFDを開始しました。
クリック証券のCFDにおける主なメリットは何ですか？,業界最低水準のスプレッド、取引手数料無料、少額からの取引が可能であることなどが挙げられます。
クリック証券で取引できる株価指数先物CFDの種類は何ですか？,日本225先物、米国30先物、米国S500先物、米国NQ100先物の4種類です。
クリック証券のCFD取引において、取引手数料が無料であることの利点は何ですか？,取引コストを抑え、より低コストで取引が可能になります。
クリック証券のCFDにおける信託保全とはどのようなものですか？,顧客の資産を100%信託保全することで、万が一の事態に備えています。
クリック証券のCFD口座には信託保全はありますか？,はい、クリック証券ではCFD口座も100%信託保全されています。
クリック証券がCFD取引サービスにおいてコストカットに成功した理由は何ですか？,自社開発・運用システムによるCFD取引サービスを提供することで大幅なコストカットに成功しました。
クリック証券の次世代取引環境における高速注文機能は、具体的にどのようなものですか？,たった１クリックで即時注文ができます。
セーフティバルブシステム（S.V.S)は、ロスカット時にどのような働きをしますか？,対象となる建玉だけを決済するので、損失を最小限に抑えて利益を守ることができます。
クリック証券でCFD取引を始める際の初回入金制限はありますか？,初回入金制限はなく、0円から取引を開始できます。
クリック証券はどのようなサポート体制を提供していますか？,24時間サポート体制を提供しています。
クリック証券のモバイルトレードでは何ができますか？,場所を選ばずにポジションの確認や新規注文を携帯電話からパソコンと同様に行うことができます。
なぜCFDをするならクリック証券が候補にあがるのですか？,オリコン顧客満足度ランキングで手数料の満足度1位、総合満足度で第2位にランクインしており、快適な操作環境が提供されているためです。
クリック証券のCFDはどのような投資家から評価されていますか？,初心者からデイトレーダーまで幅広い投資家から高い評価を得ています。
クリック証券のCFDツールは、投資家のどのような要望を実現したものですか？,投資家の声を反映し、使いやすさとスペックの充実を実現したツールを提供しています。
タルグーム・オンケロスとは何ですか？,2世紀にエジプト人の改宗ユダヤ教徒オンケロスによって作成された、トーラーのアラム語訳のことです。
タルグーム・アキラとタルグーム・オンケロスが混同される理由は何ですか？,アキラとオンケロスが同時代のギリシア系の改宗者であり、名前も似ていたため、タルムードなどで混同が見られることがあります。
タルグーム・ヨーナーターンは誰によって書かれたアラム語訳ですか？,ヨナタン・ベン＝ウジエルによって書かれた預言者の書のアラム語訳です。
「タルグーム」という言葉が単独で使用される場合、一般的に何を指しますか？,単に「タルグーム」と言うと、タルグーム・オンケロスを指すことが多いです。
70人訳聖書は別名で何と呼ばれていますか？,70人訳聖書はタルグーム・ハッシブイームとも呼ばれています。
もしリンクしているページを見つけたら、何をすべきですか？,リンクを適切な項目に張り替える必要があります。
なぜリンクを適切な項目に張り替える必要があるのですか？,テキストからは直接的な理由は読み取れませんが、おそらく情報の正確性や整理のためと考えられます。
ネオ豆乳ローションが人気を集めている理由は何ですか？,ネオ豆乳ローションは、世界で初めて大豆胚芽を配合した抑毛ローションであり、男性の濃い髭やムダ毛にも効果を発揮すると評判だからです。
ネオ豆乳ローションと一般的な大豆を使った抑毛ローションの違いは何ですか？,ネオ豆乳ローションは大豆1粒のわずか1%しか占めない胚芽を使用し、高濃度に抽出された大豆胚芽エキスを使用しているため、一般的なものより高い抑毛効果を発揮します。
大豆イソフラボンは、肌にどのような効果をもたらしますか？,抑毛効果の他、毛穴の汚れを取り除き肌に透明感を出し、シミなど皮膚が黒ずんだ部分を美白する効果があります。
ネオ豆乳ローションはどのような人に適していますか？,女性はもちろん、男性の濃い髭やムダ毛に悩む人にも適しています。
ネオ豆乳ローションは何という成分を世界で初めて配合しましたか？,大豆胚芽という貴重な成分を世界で初めて配合しました。
ネオ豆乳ローションはどのようにして高い抑毛効果を実現しましたか？,長年の研究によって細胞層ろ過法を開発し、貴重な大豆胚芽エキスを高濃度に抽出することに成功したからです。
ネオ豆乳ローションにはどのような成分が含まれており、どのような効果が期待できますか？,ネオ豆乳ローションにはレシチンやサポニンが含まれており、優れた保湿効果が期待できます。
男性がカミソリでムダ毛を処理した後、ネオ豆乳ローションを使用することで、どのような効果が期待できますか？,カミソリ負けを予防することができます。
ネオ豆乳ローションが飛ぶように売れている理由は何ですか？,"高品質でありながら1本3,800円という価格設定が、多くの人に受け入れられているためです。"
インターネットを使うサービスにサーバーが欠かせないのはなぜですか？,サーバーがないと、インターネット上のWebページにアクセスできないからです。
データセンターとは何ですか？,データセンターとは、サーバーの委託管理をしているところで、多くのサーバーを預かって管理しています。
データセンターを利用するメリットは何ですか？,サーバー管理にかかるコストを削減し、専門的な管理をアウトソーシングできることです。
レンタルサーバーを利用することで、Webページの公開はどのように簡単になりますか？,レンタルサーバーを借りることで、Webページを公開するために必要なサーバーを容易に用意でき、Webページをアクセス可能な状態にできます。
レンタルサーバーではどのような種類のサーバーを借りることができますか？,使用用途に合わせた性能の異なる様々な種類のサーバーを借りることができます。
被角血管腫の初期の特徴は何ですか？,赤色の緩徐に拡大する斑で特徴づけられる血管拡張が初期の特徴です。
被角血管腫は、なぜ小児の骨突出部に発生しやすいのですか？,テキストからは、なぜ小児の骨突出部に発生しやすいかの理由は明確に述べられていません。
指先端仮死性被角血管腫とミベリ被角血管腫は、どのような関係がありますか？,テキスト内では、指先端仮死性被角血管腫とミベリ被角血管腫は、被角血管腫の種類の例として挙げられています。
被角血管腫は、遺伝性の疾患である可能性はありますか？,はい、おそらく規則的に先端チアノーゼおよび凍瘡状狼瘡を伴う、様々な侵達度を認める常染色体優性遺伝性の疾患であるとされています。
反社会性パーソナリティ障害とは何ですか？,他者の権利や感情を無神経に軽視するパーソナリティ障害です。
自己愛性パーソナリティ障害と反社会性パーソナリティ障害の、他人を利用する動機の違いは何ですか？,自己愛性パーソナリティ障害は、自分が優れているから当然だと考え他人を利用しますが、反社会性パーソナリティ障害は、欲しいものを手に入れたり、自分が楽しむために行います。
反社会性パーソナリティ障害の人は、どのような問題を起こしやすい傾向がありますか？,アルコール依存症、薬物依存、性的倒錯、犯罪といった問題を起こしやすい傾向があります。
脳の損傷が原因で反社会性パーソナリティ障害を発症する場合、どの部位の機能不全が考えられますか？,前頭前皮質の機能不全が原因であると推測されます。
反社会性パーソナリティ障害の人が他人を騙す際、どのような行動をする傾向がありますか？,人の顔色を窺って、騙したりする傾向があります。
反社会性パーソナリティ障害の人は、なぜトラブルメーカーになりやすいのですか？,モラルが欠如しており、人に対して不誠実で、欺瞞に満ちた言動をする傾向があるからです。
反社会性パーソナリティ障害と診断されるためには、何歳から症状が現れている必要があるか？,15歳以前から行為障害の論拠が必要です。
反社会性パーソナリティ障害の診断基準において、法にかなう行動という点で社会的規範に適合しないとは、具体的にどのような行為を指すか？,逮捕の原因になる行為を繰り返し行うことが例として挙げられます。
反社会性パーソナリティ障害の診断において、良心の呵責の欠如とは具体的にどのような状態を指しますか？,他人を傷つけたり、いじめたり、または他人の物を盗んだりしたことに無関心であったり、それを正当化したりすることを指します。
反社会性パーソナリティ障害の診断基準を満たすためには、15歳以降に示される広範な様式のうち、最低いくつ該当する必要があるか？,3つ以上該当する必要があります。
反社会的な行為が見られる場合でも、精神分裂病や躁病エピソードの経過中にのみそれが起きている場合は、反社会性パーソナリティ障害と診断されますか？,いいえ、反社会的な行為が精神分裂病や躁病エピソードの経過中のみに起きている場合は、反社会性パーソナリティ障害とは診断されません。
このパーソナリティ障害の診断において、専門的な判断が不可欠である理由は何ですか？,この症候、障害と識別すべき障害が他にもあるため、専門家による鑑別が必要となるからです。
このパーソナリティ障害を診断するために、他に識別すべき障害にはどのようなものが考えられますか？,テキストからは具体的な障害名は不明ですが、他の症候や障害と識別する必要があると述べられています。
しし座流星群の母天体は何ですか？,テンペル・タットル彗星(55P/Tempel-Tuttle)が、しし座流星群の母天体です。
なぜしし座流星群の流星は高速で流れるのですか？,母天体からの塵が地球と正面衝突に近い形で大気に突入し、地球の公転速度が加わるため、対地速度が秒速71kmにも達し高速になります。
しし座流星群の放射点が地平線上に昇ってくるのは何時頃ですか？,深夜11時頃から徐々に出現を始めます。
しし座流星群は、いつ頃に極大を迎えますか？,毎年11月17日頃に極大を迎えます。
他の流星群と比較して、しし座流星群の流星速度はどのような特徴がありますか？,しし座流星群の流星の対地速度は秒速71kmにも達し、これは全ての流星群の中で最高の速度です。
しし座流星群は、流星天文学の発展にどのような役割を果たしましたか？,過去に何度も大出現が見られたことから、流星天文学の発展に重要な役割を果たしてきました。
放射点の高度が低い時間帯に見られる流星の特徴は何ですか？,放射点の高度が低い時間帯は、流星物質が水平に突入するため、長い軌跡を描いて比較的長い時間飛ぶ様子が見られます。
深夜2時頃に見られる流星の特徴は何ですか？,深夜2時頃は放射点の高度が高くなるため、流星は短時間で消え去りますが、濃い大気との摩擦で光度が増し、火球と呼ばれる明るい流星を見ることがあります。
しし座流星群の出現数が増大する理由は何ですか？,しし座流星群の母天体であるテンペル・タットル彗星が太陽の近くに回帰する前後数年は、彗星本体に近いところに塵が特に多く存在するため、出現数が増大します。
流星雨や流星嵐は、通常の流星出現と比べてどのような違いがありますか？,通常の流星出現と比較して、流星雨や流星嵐は1時間あたり数千個から数十万個もの流星が出現する、猛烈な現象です。
テンペル・タットル彗星の回帰周期は何年ですか？,テンペル・タットル彗星の回帰周期は33年です。
流星痕とは何ですか？,流星痕とは、流星が通過した後に短時間残る煙のような痕跡のことです。
テンペル・タットル彗星の回帰前後には、どのような流星群の出現が観測されていますか？,1999年の回帰の前後には、1998年、2001年、2002年にも比較的活発な出現が観測されています。
過去に1時間に数千個もの大出現を何度も繰り返した流星群は何ですか？,過去に1時間に数千個もの大出現を何度も繰り返した流星群は、しし座流星群です。
しし座流星群の塵があまり拡散していない理由は何ですか？,しし座流星群の塵は、彗星の軌道を中心にした管状の範囲に集中しており、あまり拡散が進んでいません。
ダストトレイルとは何ですか？,ダストトレイルとは、彗星から放出された塵が、彗星の軌道を中心にした管状の範囲に集中している状態を指します。
デイヴィッド・アッシャーはどのようにして流星群の大出現を予測することに成功しましたか？,デイヴィッド・アッシャーは、ダストトレイルの位置を放出された年ごとに計算することで、流星群が大出現する時刻と規模を正確に予測することに初めて成功しました。
流星群の大出現の予測において、アッシャーはどのような要素を考慮しましたか？,アッシャーはダストトレイルが受ける惑星の重力の影響や、塵が受ける光圧を考慮して予測を行いました。
2001年の東アジアにおけるしし座流星群の大出現では、最大出現時刻の誤差はどの程度でしたか？,最大出現時刻の誤差はわずか5分程度でした。
しし座流星群の出現に関する最古の記録はいつのものですか？,902年のもので、スペインなどに記録が残っています。
しし座流星群の極大を迎える時期はどのように変化していますか？,70年に1日程度の割合でゆっくりと遅くなっています。
1799年のしし座流星群の大出現は誰によって観測されましたか？,ドイツのアレクサンダー・フォン・フンボルトによって観測されました。
しし座流星群の大出現は、流星天文学の発展にどのような役割を果たしましたか？,大出現は流星天文学の発展に大きな役割を果たしています。
フンボルトは誰と、どこで、いつしし座流星群を目撃しましたか？,フンボルトは友人のフランス人探検家エメ・ボンプランとともに、ベネズエラのクマーナという町で11月12日の早朝にしし座流星群を目撃しました。
1833年のしし座流星群の大出現は、主にどこで観測されましたか？,1833年のしし座流星群の大出現は、主に北アメリカで観測されました。
1833年のしし座流星群の大出現を目撃した人々は、どのような反応を示しましたか？,目撃者は大変な驚きと恐怖を覚え、「この世の終わりだ」「世界が火事だ」と泣き叫ぶ人々もいたと言われています。
フンボルトは、しし座流星群を観測した際、空の様子をどのように表現しましたか？,フンボルトは「全天が流星で埋め尽くされ、月の直径の3倍以上の流星がない隙間はどこにもなかった」と記録しています。
1833年のしし座流星群の大出現は、なぜ多くの人々に強い印象を与えたのですか？,1時間あたり最大5万個の「雨のような」大出現が見られたこと、そしてアメリカ東部では好天に恵まれ多くの人が目撃できたことが理由として挙げられます。
デニソン・オルムステッドは何を明らかにしたのですか？,彼は、流星がしし座の一点から放射状に飛び出してくること、その点が恒星に対して不動であることを明らかにしました。
オルムステッドの研究から、流星の起源についてどのようなことがわかりましたか？,流星は大気現象ではなく、宇宙空間を起源とすることが明らかになり、流星天文学が確立されました。
1866年のしし座流星群の大出現は、1799年と1833年の出現と比べて規模はどうでしたか？,1866年の出現は、1799年と1833年の出現よりも規模が小さかったです。
テンペル・タットル彗星の発見は、しし座流星群の起源を解明する上で、どのような役割を果たしましたか？,彗星の軌道がしし座流星群とほぼ一致し、公転周期も33年であることから、流星の起源が彗星であることが明らかになりました。
1866年のしし座流星群の大出現によって、どのような仮説が証明されることになりましたか？,33年周期ではないかという仮説が証明されることとなりました。
流星が放射状に流れるように見えるのはなぜですか？,流星は平行に運動しており、放射状に見えるのはその投影であるためです。
1966年にキットピーク国立天文台で観測された流星の最大出現数は1秒間に何個ですか？,最大で1秒間に40個の流星が観測されました。
1966年の流星大出現は、アメリカのどの地域で見られましたか？,アメリカのアリゾナ州キットピーク国立天文台で観測されましたが、アメリカでは狭い地域にとどまりました。
2001年の流星雨が日本で観測しやすかった理由は何ですか？,日本では大部分の場所で好天に恵まれ、全国的に1時間あたり数百から数千個もの流星雨を観測することができたからです。
2001年の流星雨において、北アメリカやハワイでの出現が日本より数時間先行して見られたのはなぜですか？,1767年に放出されたダストトレイルによる活発な出現が日本に数時間先行して見られました。
1966年のアメリカにおける流星大出現とロシア北極圏における流星出現の違いは何ですか？,アメリカでは狭い地域でのみ大出現が見られましたが、ロシアの北極圏地域では1時間あたり2万個の大出現が報告されています。
1966年にアメリカ中西部で流星の目撃者が少なかったのはなぜですか？,当日は天候が悪く、また、過去の大出現の事例から期待されていなかったため、目撃者は少なかったです。
アッシャーらが予測した1866年のダストトレイルによる極大は何時頃でしたか？,日本時間で午前3時19分頃と予測されました。
1866年のしし座流星群の大出現において、実際の極大時刻は予測とどの程度一致しましたか？,実際の極大時刻は午前3時20分前後であり、ほぼ完璧に予測どおりでした。
極大時に1時間あたりに見られた流星の数はどのくらいでしたか？,極大時には1時間あたり3000個から4000個の流星が見られました。
1866年のしし座流星群の大出現において、1時間あたり1000個以上の出現が見られた時間はどれくらいでしたか？,日本時間で午前1時から夜明け頃までの5時間近くにわたって、1時間あたり1000個以上の出現が見られました。
アッシャーらはなぜ1699年と1866年のしし座流星群の大出現の予測に成功したと考えられますか？,アッシャーらはその前数年の大出現を的中させていたため、その予測精度に対する期待が高かったと考えられます。
1699年と1866年のダストトレイルによる極大の予測時刻に、大きな違いはありましたか？,1699年は午前2時31分、1866年は午前3時19分と、約50分の差がありました。
しし座流星群に関する情報収集のために、どのような外部リンク先が挙げられていますか？,横浜こども科学館のしし座流星群ガイド、吉田誠一のホームページの流星群カタログ、AstroArtsの特集ページなどが挙げられています。
渡部昇一氏が夢を実現したものとは何ですか？,立派な書斎と池のある庭です。
中村天風氏の教えで、本書で特に着目されている点は何ですか？,潜在意識をコントロールすることや、前向きな言葉の習慣化によって夢を叶える方法です。
本書で語られている天風流の健康法にはどのようなものがありますか？,食べ物の選び方や、ストレスとの向き合い方などが語られています。
本書で説かれている天風氏の思想の要訣は何ですか？,「人生は心一つの置きどころ」であり、心の持ち方一つで人生が変わると説かれています。
本書の内容は、どのような人にとって親しみやすいですか？,天風哲学の初心者にとって親しみやすい内容となっています。
このテキストは何について述べていますか？,幅広い評論活動を展開する人物に関する情報が掲載されている書籍のデータであることを示しています。
このテキストから、どのような人物の活動について知ることができますか？,幅広い評論活動を展開する人物について知ることができます。
口臭が発生する理由は何ですか？,口臭には必ず原因があり、理由もなくいきなり臭くなることはありません。原因を特定することで、予防や治療などの対策が可能になります。
口臭が長期間続く場合、どのような可能性が考えられますか？,何日も臭いが続く場合は、体のどこかに異常があり、それが発するアラートである可能性があります。
虫歯が原因の口臭を放置すると、どのようなリスクがありますか？,虫歯による口臭を放置すると、歯痛が悪化するだけでなく、頭痛や発熱など全身に異常をきたす可能性があり、最悪の場合、敗血症で死亡することもあります。
口臭は、体にとってどのような役割を果たしていると考えられますか？,口臭は体が発するアラートとしての役割を果たしており、健康状態を知る手がかりとなります。
口臭の原因として挙げられている虫歯は、具体的にどのような病状の症状ですか？,虫歯による口臭は、虫歯の病状の一症状にすぎません。
FacebookとSkypeが統合して実現したことは何ですか？,Facebookから直接相手の顔を見て通話ができる、Skypeのビデオ通話です。
FacebookでSkypeビデオ通話を行うために必要なものは何ですか？,Facebook専用に開発されたSkypeビデオ通話プラグインのインストールが必要です。
Facebookのサーバーは、どのようにSkypeテクノロジーと連携しますか？,Facebookのサーバーは、独自REST APIを通じてSkypeテクノロジーとのインタラクションを開始します。
FacebookとSkypeの連携によって生まれた組み合わせの強みは何ですか？,Skypeのビデオ通話が持つ品質と規模が、Facebookのソーシャル体験と統合することで、パワフルな組み合わせを生み出しています。
Facebook上でSkypeのビデオ通話機能はどのように表示されますか？,プロフィールページやチャット中に「電話する」ボタンがFacebookウェブページの一部として現れます。
このAPIは何を自動的に作成しますか？,このAPIは、Facebook上で自動的に匿名の発信者または着信者向けのSkypeアカウントを作成します。
FacebookのSkypeプラグインは、なぜSkypeクライアントを最適化しているのですか？,Facebookには不要なユーザーインターフェースや機能（例：Skypeインスタントメッセージ）を削除することで、Skypeクライアントを最適化しています。
このプラグインは主にどのような2つの部分で構成されていますか？,このプラグインは、独立したミニチュアSkypeクライアントであるランタイムと、ブラウザプラグインで構成されています。
ランタイムはどのようなAPIをブラウザプラグインに提供しますか？,ランタイムはRPCメカニズムを通じてシンプルなAPIを提供し、ブラウザプラグインはFacebookにアクセスするJavaScriptのAPIを提供します。
プラグインがインストールされた後、通話はどのように確立されますか？,発信者は匿名でログインし、Facebookのサーバーインフラを通してハンドシェークが確立されます。その後、「着信者」に対して発信者が通話を望んでいることが通知されます。
Facebookのビデオ通話機能はどのようにしてプラグインのインストール前に通話を開始することを可能にしていますか？,Facebookのインフラを利用することで、プラグインインストール前に通話を開始できます。
Facebookのビデオ通話機能の映像は、どのランタイムによって表示されていますか？,ユーザーインターフェースで見る映像はSkypeランタイムによるものです。
Facebookのビデオ通話機能実現におけるスカイプ側の課題は何でしたか？,スカイプ側の課題のひとつは規模の問題でした。
スカイプは規模の問題を解決するために、どのような技術を活用しましたか？,スカイプはP2P技術を活用して規模の問題を解決しました。
スカイプとFacebookは、この新機能を導入するにあたり、何を監視しながら進めていきますか？,スカイプとFacebookは慎重に負荷と品質を監視しながら導入していきます。
この機能はSkypeのどのような要素を組み合わせたものですか？,高い品質、P2P技術、規模といったSkypeの要素と、世界一のソーシャルサイトを組み合わせたものです。
この機能は、Skypeの要素とソーシャルサイトをどのように組み合わせることで、ユーザーにどのような利点を提供しますか？,完全にシームレスな形で実現することで、ユーザーはより簡単に、高品質なコミュニケーションをソーシャルサイト上で楽しむことができます。
この機能は従来のSkypeと比べて、どのような点が異なりますか？,従来のSkypeの機能に加えて、世界一のソーシャルサイトとの連携が完全にシームレスになった点が異なります。
TECアワードとは何ですか？,TECアワードは、オーディオ業界における卓越した技術を表彰する賞です。
Line6のStageScape™M20dは、TECアワードのどのカテゴリーにノミネートされましたか？,StageScape™M20dは、スモール・フォーマット・コンソール・テクノロジーのカテゴリーにノミネートされました。
Line6が特に光栄に感じているカテゴリーは何ですか？,Line6はミキサー、スピーカー、マイクのカテゴリーにノミネートされたことを特に光栄に感じています。
Line6の新たなライブ・サウンド製品は、どのような目的でデザインされていますか？,ミュージシャンが素晴しいサウンドを簡単に実現でき、最高のパフォーマンスに集中できるようにデザインされています。
POD®HDProマルチエフェクト・ユニットは、TECアワードのどのカテゴリーにノミネートされていますか？,POD®HDProマルチエフェクト・ユニットは、MIアンプ＆エフェクト・カテゴリーにノミネートされています。
TECアワードはいつ、どこで授与されますか？,TECアワードは、2013年1月25日にカリフォルニア州アナハイムのガラ・セレモニーで授与されます。
